demographic_averages,demographic_counts,epno,score_counts,sid
"{'Males': 7.7, 'Females': 8.6, 'Aged under 18': 8.7, 'Males under 18': 9.0, 'Females under 18': 10.0, 'Aged 18-29': 8.4, 'Males Aged 18-29': 8.6, 'Females Aged 18-29': 8.4, 'Aged 30-44': 7.3, 'Males Aged 30-44': 6.8, 'Females Aged 30-44': 8.4, 'Aged 45+': 7.6, 'Males Aged 45+': 7.2, 'Females Aged 45+': 8.7, 'Top 1000 voters': 7.4, 'US users': 7.5, 'Non-US users': 8.1, 'IMDb users': 7.9}","{'Males': 170, 'Females': 76, 'Aged under 18': 5, 'Males under 18': 4, 'Females under 18': 1, 'Aged 18-29': 104, 'Males Aged 18-29': 68, 'Females Aged 18-29': 33, 'Aged 30-44': 74, 'Males Aged 30-44': 49, 'Females Aged 30-44': 23, 'Aged 45+': 53, 'Males Aged 45+': 40, 'Females Aged 45+': 13, 'Top 1000 voters': 32, 'US users': 109, 'Non-US users': 90, 'IMDb users': 341}",12,"{'10': 119, '9': 59, '8': 57, '7': 43, '6': 16, '5': 10, '4': 4, '3': 3, '2': 5, '1': 25}",42
"{'Males': 7.0, 'Females': 7.4, 'Aged 18-29': 7.3, 'Males Aged 18-29': 7.7, 'Females Aged 18-29': 5.8, 'Aged 30-44': 7.3, 'Males Aged 30-44': 7.1, 'Females Aged 30-44': 7.9, 'Aged 45+': 6.6, 'Males Aged 45+': 6.2, 'Females Aged 45+': 8.8, 'Top 1000 voters': 6.9, 'US users': 6.6, 'Non-US users': 7.6, 'IMDb users': 7.1}","{'Males': 154, 'Females': 47, 'Aged 18-29': 73, 'Males Aged 18-29': 56, 'Females Aged 18-29': 14, 'Aged 30-44': 68, 'Males Aged 30-44': 49, 'Females Aged 30-44': 18, 'Aged 45+': 52, 'Males Aged 45+': 41, 'Females Aged 45+': 10, 'Top 1000 voters': 30, 'US users': 98, 'Non-US users': 73, 'IMDb users': 259}",11,"{'10': 46, '9': 31, '8': 65, '7': 46, '6': 19, '5': 8, '4': 6, '3': 5, '2': 4, '1': 29}",42
"{'Males': 5.3, 'Females': 5.2, 'Aged under 18': 7.7, 'Males under 18': 8.0, 'Females under 18': 7.0, 'Aged 18-29': 5.3, 'Males Aged 18-29': 5.5, 'Females Aged 18-29': 3.5, 'Aged 30-44': 5.2, 'Males Aged 30-44': 5.0, 'Females Aged 30-44': 6.0, 'Aged 45+': 5.5, 'Males Aged 45+': 5.7, 'Females Aged 45+': 5.4, 'Top 1000 voters': 6.2, 'US users': 5.4, 'Non-US users': 5.5, 'IMDb users': 5.3}","{'Males': 133, 'Females': 34, 'Aged under 18': 3, 'Males under 18': 2, 'Females under 18': 1, 'Aged 18-29': 56, 'Males Aged 18-29': 46, 'Females Aged 18-29': 8, 'Aged 30-44': 61, 'Males Aged 30-44': 47, 'Females Aged 30-44': 13, 'Aged 45+': 38, 'Males Aged 45+': 30, 'Females Aged 45+': 7, 'Top 1000 voters': 25, 'US users': 82, 'Non-US users': 56, 'IMDb users': 221}",10,"{'10': 19, '9': 4, '8': 14, '7': 23, '6': 45, '5': 35, '4': 23, '3': 11, '2': 9, '1': 38}",42
"{'Males': 6.9, 'Females': 5.9, 'Aged under 18': 8.0, 'Males under 18': 8.0, 'Females under 18': 8.0, 'Aged 18-29': 7.2, 'Males Aged 18-29': 7.4, 'Females Aged 18-29': 4.1, 'Aged 30-44': 6.7, 'Males Aged 30-44': 6.6, 'Females Aged 30-44': 6.8, 'Aged 45+': 6.2, 'Males Aged 45+': 6.2, 'Females Aged 45+': 5.7, 'Top 1000 voters': 6.4, 'US users': 6.3, 'Non-US users': 7.1, 'IMDb users': 6.6}","{'Males': 124, 'Females': 31, 'Aged under 18': 3, 'Males under 18': 2, 'Females under 18': 1, 'Aged 18-29': 60, 'Males Aged 18-29': 49, 'Females Aged 18-29': 9, 'Aged 30-44': 48, 'Males Aged 30-44': 35, 'Females Aged 30-44': 12, 'Aged 45+': 37, 'Males Aged 45+': 31, 'Females Aged 45+': 6, 'Top 1000 voters': 25, 'US users': 74, 'Non-US users': 57, 'IMDb users': 201}",9,"{'10': 25, '9': 15, '8': 36, '7': 43, '6': 30, '5': 19, '4': 4, '3': 3, '2': 3, '1': 23}",42
"{'Males': 6.3, 'Females': 6.3, 'Aged under 18': 8.0, 'Males under 18': 8.0, 'Aged 18-29': 6.4, 'Males Aged 18-29': 6.4, 'Females Aged 18-29': 4.7, 'Aged 30-44': 6.0, 'Males Aged 30-44': 6.0, 'Females Aged 30-44': 6.1, 'Aged 45+': 6.8, 'Males Aged 45+': 6.8, 'Females Aged 45+': 7.4, 'Top 1000 voters': 6.2, 'US users': 5.8, 'Non-US users': 6.9, 'IMDb users': 6.1}","{'Males': 118, 'Females': 29, 'Aged under 18': 1, 'Males under 18': 1, 'Aged 18-29': 48, 'Males Aged 18-29': 40, 'Females Aged 18-29': 6, 'Aged 30-44': 52, 'Males Aged 30-44': 40, 'Females Aged 30-44': 11, 'Aged 45+': 40, 'Males Aged 45+': 30, 'Females Aged 45+': 9, 'Top 1000 voters': 26, 'US users': 70, 'Non-US users': 55, 'IMDb users': 186}",8,"{'10': 22, '9': 5, '8': 19, '7': 45, '6': 39, '5': 18, '4': 7, '3': 4, '2': 4, '1': 23}",42
"{'Males': 7.1, 'Females': 6.7, 'Aged under 18': 9.0, 'Males under 18': 9.0, 'Aged 18-29': 7.5, 'Males Aged 18-29': 7.7, 'Females Aged 18-29': 5.5, 'Aged 30-44': 6.7, 'Males Aged 30-44': 6.8, 'Females Aged 30-44': 6.7, 'Aged 45+': 6.9, 'Males Aged 45+': 6.9, 'Females Aged 45+': 7.3, 'Top 1000 voters': 6.8, 'US users': 6.9, 'Non-US users': 7.1, 'IMDb users': 7.0}","{'Males': 128, 'Females': 34, 'Aged under 18': 1, 'Males under 18': 1, 'Aged 18-29': 58, 'Males Aged 18-29': 47, 'Females Aged 18-29': 9, 'Aged 30-44': 53, 'Males Aged 30-44': 38, 'Females Aged 30-44': 14, 'Aged 45+': 42, 'Males Aged 45+': 34, 'Females Aged 45+': 8, 'Top 1000 voters': 27, 'US users': 72, 'Non-US users': 65, 'IMDb users': 204}",7,"{'10': 20, '9': 17, '8': 51, '7': 53, '6': 24, '5': 12, '4': 3, '3': 3, '2': 3, '1': 18}",42
"{'Males': 6.3, 'Females': 6.2, 'Aged under 18': 5.5, 'Males under 18': 1.0, 'Aged 18-29': 6.6, 'Males Aged 18-29': 7.0, 'Females Aged 18-29': 3.9, 'Aged 30-44': 6.2, 'Males Aged 30-44': 5.9, 'Females Aged 30-44': 6.8, 'Aged 45+': 6.3, 'Males Aged 45+': 6.1, 'Females Aged 45+': 6.9, 'Top 1000 voters': 7.0, 'US users': 6.1, 'Non-US users': 6.7, 'IMDb users': 6.4}","{'Males': 131, 'Females': 35, 'Aged under 18': 2, 'Males under 18': 1, 'Aged 18-29': 56, 'Males Aged 18-29': 45, 'Females Aged 18-29': 9, 'Aged 30-44': 55, 'Males Aged 30-44': 41, 'Females Aged 30-44': 13, 'Aged 45+': 45, 'Males Aged 45+': 36, 'Females Aged 45+': 9, 'Top 1000 voters': 27, 'US users': 81, 'Non-US users': 59, 'IMDb users': 217}",6,"{'10': 27, '9': 17, '8': 28, '7': 52, '6': 31, '5': 15, '4': 3, '3': 7, '2': 6, '1': 31}",42
"{'Males': 8.0, 'Females': 7.6, 'Aged under 18': 8.5, 'Males under 18': 8.7, 'Females under 18': 7.0, 'Aged 18-29': 7.5, 'Males Aged 18-29': 7.8, 'Females Aged 18-29': 5.5, 'Aged 30-44': 8.3, 'Males Aged 30-44': 8.3, 'Females Aged 30-44': 8.3, 'Aged 45+': 7.8, 'Males Aged 45+': 7.9, 'Females Aged 45+': 7.2, 'Top 1000 voters': 7.5, 'US users': 7.8, 'Non-US users': 7.8, 'IMDb users': 7.9}","{'Males': 259, 'Females': 65, 'Aged under 18': 6, 'Males under 18': 3, 'Females under 18': 2, 'Aged 18-29': 116, 'Males Aged 18-29': 95, 'Females Aged 18-29': 17, 'Aged 30-44': 126, 'Males Aged 30-44': 96, 'Females Aged 30-44': 28, 'Aged 45+': 65, 'Males Aged 45+': 51, 'Females Aged 45+': 14, 'Top 1000 voters': 37, 'US users': 171, 'Non-US users': 93, 'IMDb users': 421}",5,"{'10': 151, '9': 85, '8': 60, '7': 37, '6': 22, '5': 6, '4': 4, '3': 6, '2': 10, '1': 40}",42
"{'Males': 6.3, 'Females': 6.1, 'Aged under 18': 7.2, 'Males under 18': 6.5, 'Females under 18': 10.0, 'Aged 18-29': 6.3, 'Males Aged 18-29': 6.4, 'Females Aged 18-29': 5.2, 'Aged 30-44': 6.2, 'Males Aged 30-44': 6.2, 'Females Aged 30-44': 6.3, 'Aged 45+': 6.4, 'Males Aged 45+': 6.6, 'Females Aged 45+': 5.9, 'Top 1000 voters': 6.6, 'US users': 5.8, 'Non-US users': 6.8, 'IMDb users': 6.3}","{'Males': 134, 'Females': 43, 'Aged under 18': 4, 'Males under 18': 2, 'Females under 18': 1, 'Aged 18-29': 61, 'Males Aged 18-29': 48, 'Females Aged 18-29': 10, 'Aged 30-44': 63, 'Males Aged 30-44': 45, 'Females Aged 30-44': 17, 'Aged 45+': 43, 'Males Aged 45+': 33, 'Females Aged 45+': 10, 'Top 1000 voters': 26, 'US users': 81, 'Non-US users': 73, 'IMDb users': 224}",4,"{'10': 19, '9': 8, '8': 29, '7': 58, '6': 46, '5': 18, '4': 12, '3': 7, '2': 2, '1': 25}",42
"{'Males': 8.0, 'Females': 7.4, 'Aged under 18': 9.0, 'Males under 18': 8.6, 'Females under 18': 10.0, 'Aged 18-29': 8.1, 'Males Aged 18-29': 8.4, 'Females Aged 18-29': 5.9, 'Aged 30-44': 7.8, 'Males Aged 30-44': 7.7, 'Females Aged 30-44': 8.1, 'Aged 45+': 7.6, 'Males Aged 45+': 7.7, 'Females Aged 45+': 7.2, 'Top 1000 voters': 7.2, 'US users': 7.4, 'Non-US users': 8.1, 'IMDb users': 7.8}","{'Males': 202, 'Females': 58, 'Aged under 18': 7, 'Males under 18': 5, 'Females under 18': 1, 'Aged 18-29': 96, 'Males Aged 18-29': 77, 'Females Aged 18-29': 15, 'Aged 30-44': 85, 'Males Aged 30-44': 61, 'Females Aged 30-44': 23, 'Aged 45+': 58, 'Males Aged 45+': 46, 'Females Aged 45+': 12, 'Top 1000 voters': 30, 'US users': 114, 'Non-US users': 96, 'IMDb users': 335}",3,"{'10': 85, '9': 63, '8': 78, '7': 50, '6': 21, '5': 7, '4': 2, '3': 4, '2': 2, '1': 23}",42
"{'Males': 6.2, 'Females': 6.7, 'Aged under 18': 10.0, 'Males under 18': 10.0, 'Aged 18-29': 6.4, 'Males Aged 18-29': 6.5, 'Females Aged 18-29': 5.6, 'Aged 30-44': 6.2, 'Males Aged 30-44': 6.0, 'Females Aged 30-44': 7.1, 'Aged 45+': 6.1, 'Males Aged 45+': 6.1, 'Females Aged 45+': 6.1, 'Top 1000 voters': 6.5, 'US users': 5.8, 'Non-US users': 6.6, 'IMDb users': 6.2}","{'Males': 140, 'Females': 40, 'Aged under 18': 2, 'Males under 18': 1, 'Aged 18-29': 58, 'Males Aged 18-29': 47, 'Females Aged 18-29': 9, 'Aged 30-44': 67, 'Males Aged 30-44': 47, 'Females Aged 30-44': 18, 'Aged 45+': 40, 'Males Aged 45+': 32, 'Females Aged 45+': 8, 'Top 1000 voters': 25, 'US users': 79, 'Non-US users': 70, 'IMDb users': 231}",2,"{'10': 24, '9': 9, '8': 29, '7': 51, '6': 45, '5': 24, '4': 10, '3': 5, '2': 3, '1': 31}",42
"{'Males': 7.5, 'Females': 7.7, 'Aged under 18': 10.0, 'Males under 18': 10.0, 'Aged 18-29': 7.9, 'Males Aged 18-29': 8.1, 'Females Aged 18-29': 6.8, 'Aged 30-44': 7.5, 'Males Aged 30-44': 7.3, 'Females Aged 30-44': 8.0, 'Aged 45+': 7.4, 'Males Aged 45+': 7.2, 'Females Aged 45+': 8.3, 'Top 1000 voters': 7.3, 'US users': 7.0, 'Non-US users': 8.0, 'IMDb users': 7.4}","{'Males': 168, 'Females': 59, 'Aged under 18': 2, 'Males under 18': 1, 'Aged 18-29': 82, 'Males Aged 18-29': 60, 'Females Aged 18-29': 20, 'Aged 30-44': 79, 'Males Aged 30-44': 56, 'Females Aged 30-44': 21, 'Aged 45+': 52, 'Males Aged 45+': 40, 'Females Aged 45+': 11, 'Top 1000 voters': 29, 'US users': 105, 'Non-US users': 80, 'IMDb users': 299}",1,"{'10': 68, '9': 43, '8': 63, '7': 52, '6': 27, '5': 9, '4': 4, '3': 1, '2': 3, '1': 29}",42
"{'Males': 7.5, 'Females': 7.6, 'Aged under 18': 8.7, 'Males under 18': 8.3, 'Females under 18': 9.0, 'Aged 18-29': 7.7, 'Males Aged 18-29': 8.1, 'Females Aged 18-29': 5.5, 'Aged 30-44': 7.3, 'Males Aged 30-44': 7.0, 'Females Aged 30-44': 8.0, 'Aged 45+': 7.6, 'Males Aged 45+': 7.4, 'Females Aged 45+': 8.3, 'Top 1000 voters': 7.0, 'US users': 6.9, 'Non-US users': 8.0, 'IMDb users': 7.5}","{'Males': 178, 'Females': 59, 'Aged under 18': 8, 'Males under 18': 6, 'Females under 18': 1, 'Aged 18-29': 79, 'Males Aged 18-29': 60, 'Females Aged 18-29': 17, 'Aged 30-44': 82, 'Males Aged 30-44': 58, 'Females Aged 30-44': 22, 'Aged 45+': 53, 'Males Aged 45+': 40, 'Females Aged 45+': 13, 'Top 1000 voters': 31, 'US users': 100, 'Non-US users': 88, 'IMDb users': 312}",0,"{'10': 69, '9': 31, '8': 77, '7': 59, '6': 25, '5': 12, '4': 6, '3': 3, '2': 3, '1': 27}",42
"{'Males': 7.8, 'Females': 7.9, 'Aged 18-29': 8.3, 'Males Aged 18-29': 8.3, 'Females Aged 18-29': 7.9, 'Aged 30-44': 7.5, 'Males Aged 30-44': 7.4, 'Females Aged 30-44': 8.0, 'Aged 45+': 7.6, 'Males Aged 45+': 7.5, 'Females Aged 45+': 7.7, 'Top 1000 voters': 7.6, 'US users': 7.4, 'Non-US users': 8.1, 'IMDb users': 7.9}","{'Males': 104, 'Females': 21, 'Aged 18-29': 54, 'Males Aged 18-29': 44, 'Females Aged 18-29': 8, 'Aged 30-44': 39, 'Males Aged 30-44': 31, 'Females Aged 30-44': 7, 'Aged 45+': 30, 'Males Aged 45+': 24, 'Females Aged 45+': 5, 'Top 1000 voters': 31, 'US users': 61, 'Non-US users': 41, 'IMDb users': 159}",20,"{'10': 46, '9': 20, '8': 33, '7': 26, '6': 11, '5': 9, '4': 2, '3': 1, '2': 1, '1': 10}",41
"{'Males': 6.0, 'Females': 6.1, 'Aged under 18': 7.0, 'Females under 18': 7.0, 'Aged 18-29': 6.8, 'Males Aged 18-29': 6.5, 'Females Aged 18-29': 8.2, 'Aged 30-44': 5.6, 'Males Aged 30-44': 5.5, 'Females Aged 30-44': 5.7, 'Aged 45+': 5.8, 'Males Aged 45+': 5.7, 'Females Aged 45+': 5.0, 'Top 1000 voters': 6.3, 'US users': 5.8, 'Non-US users': 6.2, 'IMDb users': 6.1}","{'Males': 93, 'Females': 21, 'Aged under 18': 1, 'Females under 18': 1, 'Aged 18-29': 45, 'Males Aged 18-29': 39, 'Females Aged 18-29': 4, 'Aged 30-44': 40, 'Males Aged 30-44': 30, 'Females Aged 30-44': 9, 'Aged 45+': 23, 'Males Aged 45+': 19, 'Females Aged 45+': 3, 'Top 1000 voters': 25, 'US users': 54, 'Non-US users': 39, 'IMDb users': 141}",19,"{'10': 20, '9': 5, '8': 18, '7': 27, '6': 28, '5': 12, '4': 8, '3': 2, '2': 5, '1': 16}",41
"{'Males': 6.3, 'Females': 6.8, 'Aged 18-29': 6.9, 'Males Aged 18-29': 7.0, 'Females Aged 18-29': 6.1, 'Aged 30-44': 6.3, 'Males Aged 30-44': 5.9, 'Females Aged 30-44': 7.4, 'Aged 45+': 6.3, 'Males Aged 45+': 6.1, 'Females Aged 45+': 6.0, 'Top 1000 voters': 6.7, 'US users': 6.2, 'Non-US users': 6.8, 'IMDb users': 6.4}","{'Males': 79, 'Females': 26, 'Aged 18-29': 45, 'Males Aged 18-29': 31, 'Females Aged 18-29': 12, 'Aged 30-44': 37, 'Males Aged 30-44': 28, 'Females Aged 30-44': 8, 'Aged 45+': 21, 'Males Aged 45+': 18, 'Females Aged 45+': 3, 'Top 1000 voters': 25, 'US users': 53, 'Non-US users': 39, 'IMDb users': 122}",18,"{'10': 14, '9': 5, '8': 12, '7': 42, '6': 19, '5': 7, '4': 7, '3': 4, '2': 3, '1': 9}",41
"{'Males': 6.2, 'Females': 6.7, 'Aged under 18': 10.0, 'Males under 18': 10.0, 'Aged 18-29': 6.4, 'Males Aged 18-29': 6.2, 'Females Aged 18-29': 6.4, 'Aged 30-44': 6.3, 'Males Aged 30-44': 6.2, 'Females Aged 30-44': 6.8, 'Aged 45+': 6.2, 'Males Aged 45+': 6.1, 'Females Aged 45+': 6.0, 'Top 1000 voters': 6.5, 'US users': 6.1, 'Non-US users': 6.7, 'IMDb users': 6.3}","{'Males': 104, 'Females': 20, 'Aged under 18': 1, 'Males under 18': 1, 'Aged 18-29': 44, 'Males Aged 18-29': 37, 'Females Aged 18-29': 5, 'Aged 30-44': 48, 'Males Aged 30-44': 38, 'Females Aged 30-44': 9, 'Aged 45+': 29, 'Males Aged 45+': 25, 'Females Aged 45+': 4, 'Top 1000 voters': 25, 'US users': 65, 'Non-US users': 42, 'IMDb users': 142}",17,"{'10': 19, '9': 2, '8': 17, '7': 33, '6': 26, '5': 19, '4': 6, '3': 3, '2': 4, '1': 13}",41
"{'Males': 5.5, 'Females': 5.5, 'Aged under 18': 10.0, 'Males under 18': 10.0, 'Aged 18-29': 5.5, 'Males Aged 18-29': 5.7, 'Females Aged 18-29': 4.0, 'Aged 30-44': 5.2, 'Males Aged 30-44': 5.2, 'Females Aged 30-44': 5.9, 'Aged 45+': 5.5, 'Males Aged 45+': 5.4, 'Females Aged 45+': 6.1, 'Top 1000 voters': 5.7, 'US users': 5.5, 'Non-US users': 5.6, 'IMDb users': 5.5}","{'Males': 93, 'Females': 19, 'Aged under 18': 1, 'Males under 18': 1, 'Aged 18-29': 40, 'Males Aged 18-29': 34, 'Females Aged 18-29': 4, 'Aged 30-44': 41, 'Males Aged 30-44': 32, 'Females Aged 30-44': 8, 'Aged 45+': 26, 'Males Aged 45+': 21, 'Females Aged 45+': 5, 'Top 1000 voters': 24, 'US users': 58, 'Non-US users': 36, 'IMDb users': 134}",16,"{'10': 13, '9': 3, '8': 8, '7': 21, '6': 19, '5': 22, '4': 20, '3': 8, '2': 6, '1': 14}",41
"{'Males': 7.0, 'Females': 7.1, 'Aged under 18': 10.0, 'Males under 18': 10.0, 'Aged 18-29': 7.1, 'Males Aged 18-29': 7.1, 'Females Aged 18-29': 6.9, 'Aged 30-44': 6.9, 'Males Aged 30-44': 6.7, 'Females Aged 30-44': 7.6, 'Aged 45+': 6.9, 'Males Aged 45+': 7.0, 'Females Aged 45+': 5.2, 'Top 1000 voters': 6.5, 'US users': 6.9, 'Non-US users': 7.2, 'IMDb users': 7.3}","{'Males': 122, 'Females': 23, 'Aged under 18': 2, 'Males under 18': 2, 'Aged 18-29': 51, 'Males Aged 18-29': 43, 'Females Aged 18-29': 6, 'Aged 30-44': 55, 'Males Aged 30-44': 43, 'Females Aged 30-44': 11, 'Aged 45+': 32, 'Males Aged 45+': 28, 'Females Aged 45+': 4, 'Top 1000 voters': 28, 'US users': 69, 'Non-US users': 52, 'IMDb users': 270}",15,"{'10': 130, '9': 11, '8': 31, '7': 40, '6': 25, '5': 11, '4': 10, '3': 4, '2': 2, '1': 6}",41
"{'Males': 7.9, 'Females': 8.2, 'Aged under 18': 9.3, 'Males under 18': 9.3, 'Aged 18-29': 8.4, 'Males Aged 18-29': 8.3, 'Females Aged 18-29': 8.7, 'Aged 30-44': 7.7, 'Males Aged 30-44': 7.6, 'Females Aged 30-44': 7.9, 'Aged 45+': 7.4, 'Males Aged 45+': 7.4, 'Females Aged 45+': 7.8, 'Top 1000 voters': 7.3, 'US users': 7.7, 'Non-US users': 8.0, 'IMDb users': 8.0}","{'Males': 143, 'Females': 36, 'Aged under 18': 3, 'Males under 18': 3, 'Aged 18-29': 70, 'Males Aged 18-29': 52, 'Females Aged 18-29': 15, 'Aged 30-44': 58, 'Males Aged 30-44': 47, 'Females Aged 30-44': 10, 'Aged 45+': 39, 'Males Aged 45+': 34, 'Females Aged 45+': 5, 'Top 1000 voters': 32, 'US users': 79, 'Non-US users': 59, 'IMDb users': 233}",14,"{'10': 65, '9': 44, '8': 50, '7': 36, '6': 13, '5': 5, '4': 4, '3': 2, '2': 3, '1': 11}",41
"{'Males': 5.6, 'Females': 6.4, 'Aged 18-29': 6.1, 'Males Aged 18-29': 6.0, 'Females Aged 18-29': 6.6, 'Aged 30-44': 5.6, 'Males Aged 30-44': 5.3, 'Females Aged 30-44': 6.4, 'Aged 45+': 6.1, 'Males Aged 45+': 5.9, 'Females Aged 45+': 6.2, 'Top 1000 voters': 5.3, 'US users': 5.6, 'Non-US users': 6.1, 'IMDb users': 5.6}","{'Males': 98, 'Females': 21, 'Aged 18-29': 42, 'Males Aged 18-29': 34, 'Females Aged 18-29': 6, 'Aged 30-44': 44, 'Males Aged 30-44': 36, 'Females Aged 30-44': 7, 'Aged 45+': 29, 'Males Aged 45+': 24, 'Females Aged 45+': 4, 'Top 1000 voters': 25, 'US users': 60, 'Non-US users': 38, 'IMDb users': 150}",13,"{'10': 14, '9': 2, '8': 12, '7': 24, '6': 29, '5': 28, '4': 12, '3': 10, '2': 4, '1': 15}",41
"{'Males': 6.3, 'Females': 7.5, 'Aged under 18': 7.0, 'Males under 18': 7.0, 'Aged 18-29': 7.2, 'Males Aged 18-29': 7.1, 'Females Aged 18-29': 7.3, 'Aged 30-44': 6.0, 'Males Aged 30-44': 5.7, 'Females Aged 30-44': 7.4, 'Aged 45+': 6.1, 'Males Aged 45+': 5.8, 'Females Aged 45+': 8.0, 'Top 1000 voters': 6.6, 'US users': 5.9, 'Non-US users': 7.0, 'IMDb users': 6.4}","{'Males': 114, 'Females': 29, 'Aged under 18': 1, 'Males under 18': 1, 'Aged 18-29': 47, 'Males Aged 18-29': 36, 'Females Aged 18-29': 9, 'Aged 30-44': 55, 'Males Aged 30-44': 44, 'Females Aged 30-44': 10, 'Aged 45+': 35, 'Males Aged 45+': 27, 'Females Aged 45+': 7, 'Top 1000 voters': 27, 'US users': 72, 'Non-US users': 47, 'IMDb users': 168}",12,"{'10': 22, '9': 7, '8': 17, '7': 47, '6': 31, '5': 14, '4': 3, '3': 3, '2': 6, '1': 18}",41
"{'Males': 8.2, 'Females': 8.5, 'Aged under 18': 8.7, 'Males under 18': 8.7, 'Aged 18-29': 8.7, 'Males Aged 18-29': 8.6, 'Females Aged 18-29': 9.3, 'Aged 30-44': 8.2, 'Males Aged 30-44': 8.1, 'Females Aged 30-44': 8.5, 'Aged 45+': 7.7, 'Males Aged 45+': 7.7, 'Females Aged 45+': 8.1, 'Top 1000 voters': 8.0, 'US users': 8.0, 'Non-US users': 8.4, 'IMDb users': 8.3}","{'Males': 159, 'Females': 33, 'Aged under 18': 3, 'Males under 18': 3, 'Aged 18-29': 75, 'Males Aged 18-29': 61, 'Females Aged 18-29': 12, 'Aged 30-44': 65, 'Males Aged 30-44': 52, 'Females Aged 30-44': 12, 'Aged 45+': 38, 'Males Aged 45+': 33, 'Females Aged 45+': 5, 'Top 1000 voters': 33, 'US users': 94, 'Non-US users': 64, 'IMDb users': 232}",11,"{'10': 74, '9': 42, '8': 56, '7': 29, '6': 10, '5': 7, '4': 1, '3': 3, '2': 0, '1': 10}",41
"{'Males': 5.9, 'Females': 6.7, 'Aged under 18': 7.0, 'Males under 18': 7.0, 'Aged 18-29': 6.2, 'Males Aged 18-29': 6.2, 'Females Aged 18-29': 5.4, 'Aged 30-44': 5.9, 'Males Aged 30-44': 5.5, 'Females Aged 30-44': 7.5, 'Aged 45+': 6.5, 'Males Aged 45+': 6.2, 'Females Aged 45+': 8.3, 'Top 1000 voters': 6.0, 'US users': 5.4, 'Non-US users': 6.7, 'IMDb users': 6.0}","{'Males': 116, 'Females': 30, 'Aged under 18': 1, 'Males under 18': 1, 'Aged 18-29': 54, 'Males Aged 18-29': 39, 'Females Aged 18-29': 13, 'Aged 30-44': 55, 'Males Aged 30-44': 43, 'Females Aged 30-44': 11, 'Aged 45+': 30, 'Males Aged 45+': 27, 'Females Aged 45+': 3, 'Top 1000 voters': 33, 'US users': 61, 'Non-US users': 55, 'IMDb users': 172}",10,"{'10': 23, '9': 4, '8': 15, '7': 30, '6': 35, '5': 20, '4': 12, '3': 6, '2': 6, '1': 21}",41
"{'Males': 7.3, 'Females': 7.9, 'Aged under 18': 9.0, 'Males under 18': 9.0, 'Aged 18-29': 7.7, 'Males Aged 18-29': 7.6, 'Females Aged 18-29': 7.8, 'Aged 30-44': 7.3, 'Males Aged 30-44': 7.1, 'Females Aged 30-44': 7.7, 'Aged 45+': 7.2, 'Males Aged 45+': 7.0, 'Females Aged 45+': 8.3, 'Top 1000 voters': 7.3, 'US users': 7.1, 'Non-US users': 7.6, 'IMDb users': 7.5}","{'Males': 130, 'Females': 43, 'Aged under 18': 2, 'Males under 18': 2, 'Aged 18-29': 75, 'Males Aged 18-29': 52, 'Females Aged 18-29': 21, 'Aged 30-44': 55, 'Males Aged 30-44': 39, 'Females Aged 30-44': 15, 'Aged 45+': 33, 'Males Aged 45+': 30, 'Females Aged 45+': 3, 'Top 1000 voters': 34, 'US users': 75, 'Non-US users': 67, 'IMDb users': 213}",9,"{'10': 50, '9': 18, '8': 57, '7': 39, '6': 22, '5': 6, '4': 5, '3': 4, '2': 3, '1': 9}",41
"{'Males': 7.5, 'Females': 8.7, 'Aged under 18': 10.0, 'Males under 18': 10.0, 'Aged 18-29': 8.4, 'Males Aged 18-29': 8.2, 'Females Aged 18-29': 8.8, 'Aged 30-44': 7.4, 'Males Aged 30-44': 6.9, 'Females Aged 30-44': 8.7, 'Aged 45+': 7.3, 'Males Aged 45+': 7.0, 'Females Aged 45+': 8.8, 'Top 1000 voters': 7.4, 'US users': 7.5, 'Non-US users': 7.9, 'IMDb users': 7.9}","{'Males': 146, 'Females': 47, 'Aged under 18': 2, 'Males under 18': 2, 'Aged 18-29': 74, 'Males Aged 18-29': 50, 'Females Aged 18-29': 21, 'Aged 30-44': 64, 'Males Aged 30-44': 50, 'Females Aged 30-44': 13, 'Aged 45+': 43, 'Males Aged 45+': 36, 'Females Aged 45+': 7, 'Top 1000 voters': 41, 'US users': 96, 'Non-US users': 64, 'IMDb users': 249}",8,"{'10': 75, '9': 45, '8': 56, '7': 26, '6': 14, '5': 4, '4': 4, '3': 3, '2': 6, '1': 16}",41
